"","participant","condition","date","t_consenso","t_istruzioni","t_sam","intensita","valenza","t_task","t_dual","vd_dual","OS","t_entity","entity","Reas1","Reas2","Reas3","Reas4","Reas5","Reas6","t_prev","prev","t_pr1","pr1","t_pr2","pr2","sexI","ageI","NLI","AoAI","sexE","ageE","NLE","AoAE","condition1","first"
"73","POSPRO","L","2026-01-08_12h03.20.408","24.2068","47.5401","25.8651","0.658564815","0.498842593","210.422","9.1994","1","Win32","17.3075","8",NA,NA,NA,"It certainly did seem effective as when the NZ-6 was used most of the time, it did stop the machine most of the time. However, I only gave it an 8 as there were certainly cases where it failed, but in the general and combined observations I feel like the percentage of success was signifcantly greater than the failures enough to prove effectiveness.",NA,NA,"35.832","80","24.448","80","22.4997","20",NA,NA,NA,NA,"M","22","English","0","a","1"
"74","POSPRO","L","2026-01-08_12h21.24.771","16.1488","61.3801","13.1496","0.560185238","0.497685221","294.3904","3.8497","0","Win32","6e-04",NA,NA,NA,NA,"Although it was effective most of the time, its inefficiencies would cause chaos/stress in a work environment where you can't rely on the NZ-6 to function properly every time",NA,NA,"9.9493","98","32.4648","99","13.1819","0",NA,NA,NA,NA,"FALSE","23","English","0","d","0"
"75","POSPRO","L","2026-01-08_13h56.33.643","22.8123","33.0663","27.6497","0.089120388","0.410300997","227.3309","3.9997","0","Win32","4e-04",NA,NA,NA,NA,"It wasnt stopping consistently and sometimes would stop even tho NZ-6 was not activated",NA,NA,"22.1833","96","15.8497","99","14.9498","3",NA,NA,NA,NA,"M","20","Polish","6","c","0"
"76","POSPRO","L","2026-01-08_13h58.29.180","39.272","103.304","28.5103","0.773148148","0.650462963","185.4941","18.6996","1","Win32","12.7166","7",NA,NA,NA,"i consider how many times the NZ-6 system failed to stop the machine comparing it to the total times used.",NA,NA,"15.1058","60","11.0328","90","18.4606","2",NA,NA,NA,NA,"M","22","Spanish","3","d","0"
"77","POSPRO","L","2026-01-08_14h01.44.415","45.8699","74.8865","20.1702","0.581018519","0.577546349","263.3726","5.63","1","Win32","29.2144","7",NA,NA,NA,"Without the NZ-6 the machine had around a 75% chance of failure, which was reduced to 25% with the system. Thus the NZ-6 was able to prevent 66% of failures.",NA,NA,"14.0443","86","10.7764","100","20.6211","27",NA,NA,NA,NA,"M","24","Italian","7","a","1"
"78","POSPRO","L","2026-01-08_14h03.13.930","9.0098","68.7621","32.5788","0.556712963","0.769675926","263.7455","3.6824","1","Win32","13.2152","8",NA,NA,NA,"The number of times it has made the machine stop in relation to the times it hasn't made it stop, which had a relation much higher than not pulling the lever.",NA,NA,"30.5472","95","32.764","98","40.5807","20",NA,NA,NA,NA,"M","21","Portuguese","6","b","1"
"79","POSPRO","L","2026-01-08_14h04.56.803","44.004","35.9804","17.152","0.745768229","0.325846354","269.0549","10.7306","1","Win32","10.5299","7",NA,NA,NA,"Mostly, the system when activated did stop the laminatorix, but sometimes, for some reason, it didn't. Also, for some reason it stopped the machine even if it wasn't activated",NA,NA,"25.3223","80","22.6483","75","22.4761","0",NA,NA,NA,NA,"FALSE","24","Portuguese","8","a","1"
"80","POSPRO","L","2026-01-08_14h13.00.219","32.3682","102.4731","43.0189","0.737268519","0.737268519","239.7282","10.8326","1","Win32","26.4259","8",NA,NA,NA,"Most of the times the NZ-6 system succesfully stopped the machine. It didn't happen as expected in certain ocasions, but I would say that overall it worked fine.",NA,NA,"16.9487","100","39.8262","99","19.3175","1",NA,NA,NA,NA,"M","24","Spanish","17","a","1"
"81","POSPRO","L","2026-01-08_14h16.53.107","5.9149","30.4825","15.2825","0.636458397","0.623958397","210.1089","3.3059","1","Win32","6.4825","8",NA,NA,NA,"Roughly how often it worked. It usually stopped the machine.",NA,NA,"14.4823","80","15.6987","100","19.2382","0",NA,NA,NA,NA,"FALSE","24","Poland","5","a","1"
"82","POSPRO","L","2026-01-08_14h21.04.687","9.282","25.197","17.671","0.746913591","0.634956211","198.462","8.594","1","Win32","8.597","8",NA,NA,NA,"Usually when the system was activated it was successful in stopping except for a few times where it failed
",NA,NA,"9.87","71","16.165","93","7.14","4",NA,NA,NA,NA,"FALSE","24","Italian","6","c","1"
"83","POSPRO","L","2026-01-08_14h21.12.542","8.586","49.7017","13.304","1","0.659722258","351.1619","4.6341","1","Win32","7.8716","7",NA,NA,NA,"i memoryd that most time it does his job",NA,NA,"14.9887","100","3.5339","88","13.9883","100",NA,NA,NA,NA,"M","24","German","8","a","0"
"84","POSPRO","L","2026-01-08_14h54.25.269","22.3895","116.524","25.744","0.49537037","0.730324074","400.2475","4.9628","1","Win32","7.8643","8",NA,NA,NA,"the NZ-6 did not stop the machine all the time.",NA,NA,"27.291","82","10.8963","66","14.082","2",NA,NA,NA,NA,"FALSE","22","english","2","c","0"
"85","POSPRO","L","2026-01-08_15h10.14.654","9.5281","57.7023","10.8259","0.666666684","0.591435203","307.5831","6.2457","1","Win32","6.8392","6",NA,NA,NA,"i thought of the times when it was able to stop the machine",NA,NA,"12.2981","76","10.4004","89","7.8441","5",NA,NA,NA,NA,"M","23","xitsonga","6","c","0"
"86","POSPRO","L","2026-01-08_15h27.12.128","6.865","26.0638","7.9668","0.790362438","0.697693575","238.4642","6.3484","1","Win32","4.3156","7",NA,NA,NA,"The NZ-6 system stopped more often so it was more effective.",NA,NA,"8.1676","77","6.3143","91","5.7654","51",NA,NA,NA,NA,"FALSE","23","English, Zulu","0","a","0"
"87","POSPRO","A","2026-01-08_16h36.57.072","5.7053","38.0636","24.5738","0.890046261","1","261.064","3.496","1","Win32","9.4107","8",NA,NA,NA,NA,NA,"I think it was effective sometimes my answer is wrong maybe it's not always effective but it is almost always effective so i considered that most of the times when they eat the Fluffberry they change color so i answered 8 on the scale of 10","27.7168","30","9.6001","80","16.7954","15",NA,NA,NA,NA,"FALSE","24","Tagalog ","3","d","0"
"88","POSPRO","L","2026-01-08_16h57.58.158","19.483","59.317","10.609","1","0.533330669","239.688","27.424","1","Win32","6.771","8",NA,NA,NA,"From my observation, activating NZ-6 stopped the machine 70-80% of the time, while not activating it only stopped it around 30% of the time",NA,NA,"14.512","85","13.911","95","80.418","12",NA,NA,NA,NA,"M","23","Portuguese","12","c","0"
"89","POSPRO","L","2026-01-08_16h58.26.579","2.8343","44.5348","8.5093","0.807789581","0.256878958","275.8647","3.4076","0","Linux armv81","0.0011",NA,NA,NA,NA,"It didn't always or even most of the time when activate when pulled additionally it sometimes randomly shut off. It's not safe",NA,NA,"18.3047","100","15.271","100","12.4528","0",NA,NA,NA,NA,"M","21","English ","0","a","1"
"90","POSPRO","L","2026-01-08_16h58.42.484","7.8235","26.5539","10.3051","0.882486979","0.254231771","235.9852","6.4052","1","Win32","9.5935","7",NA,NA,NA,"I considered how many times the system was effective in stopping the machine, as well as when the machine stopped by itself without intervention. ",NA,NA,"10.7703","95","17.9461","95","11.1366","6",NA,NA,NA,NA,"FALSE","23","English","0","d","0"
"91","POSPRO","L","2026-01-08_17h00.44.565","2.3336","26.966","4.6332","0.863425926","0.327546296","265.2954","4.0999","0","Win32","4e-04",NA,NA,NA,NA,"I considered whether it should have stopped if the lever was pulled - if it was pulled, it should ALWAYS stop.",NA,NA,"22.3993","100","47.2508","100","6.7833","17",NA,NA,NA,NA,"FALSE","23","English","0","d","0"
"92","POSPRO","L","2026-01-08_17h04.41.822","15.3832","70.4357","15.2666","0.583582899","0.543174913","199.2216","5.6504","0","MacIntel","0.001",NA,NA,NA,NA,"I considered how many times it failed to stop the system, and this was at least 6 times it failed out of at least 25 attempts. That figure seems really high for something to be actually be considered effective.",NA,NA,"6.4003","95","9.1001","75","10.4999","0",NA,NA,NA,NA,"FALSE","23","English","0","a","1"
"93","POSPRO","L","2026-01-08_17h05.42.917","1.9326","22.9276","18.0204","0.271990776","0.261574092","227.7264","48.5893","1","Win32","4.5357","7",NA,NA,NA,"The majority of the time when the nz-6 was activated, the machine actually stopped. so i thought it was quite effective around 70% of the time, just not all the time.",NA,NA,"5.2872","33","7.9166","75","12.7727","18",NA,NA,NA,NA,"FALSE","22","english","0","d","0"
"94","POSPRO","L","2026-01-08_17h12.53.078","20.5596","63.7466","11.4309","0.608796296","0.584490741","510.0091","3.7214","1","Win32","8.9955","7",NA,NA,NA,"i answer the questions and i mostly did a percentage of how much effective was the lever system and consider that 30% of the time the lever didn't worked properly and that's why my answer was 7",NA,NA,"14.4267","70","9.1882","90","13.1969","30",NA,NA,NA,NA,"M","24","Portuguese","7","a","1"
"95","POSPRO","L","2026-01-08_17h58.04.414","10.3315","35.936","23.9693","0.715277804","0.421875","239.9994","4.7604","0","Win32","0.0012",NA,NA,NA,NA,"The NZ-6 did not work all of the time meaning it was not effective fully",NA,NA,"8.9771","85","7.7445","100","20.7671","0",NA,NA,NA,NA,"M","24","Polish","7","a","1"
"96","POSPRO","L","2026-01-08_17h58.13.982","5.193","36.856","12.8912","0.746527778","0.762152778","272.8786","40.2918","1","Win32","15.9194","8",NA,NA,NA,"The NZ-& system needs the Luximar to function correctly and the Luximar is active so the NZ-6 system should function.",NA,NA,"9.7119","67","6.1954","32","9.6751","12",NA,NA,NA,NA,"M","19","German","7","c","1"
"97","POSPRO","L","2026-01-08_17h58.23.828","21.7116","52.4414","40.5611","0.705208381","0.498958349","190.5415","11.8809","0","Win32","0.0017",NA,NA,NA,NA,"I think it failed too many times for it to be effective. The accuracy should be at least 95% for such system.",NA,NA,"18.613","95","34.0274","99","24.5782","1",NA,NA,NA,NA,"FALSE","23","Polish","6","d","0"
"98","POSPRO","L","2026-01-08_17h59.16.380","10.9984","22.5711","10.0584","0.65509261","0.373842575","207.8175","2.9183","0","Win32","8e-04",NA,NA,NA,NA,"In many instances that it was activated, it did not stop the machine.",NA,NA,"20.6537","70","9.0443","100","28.2135","50",NA,NA,NA,NA,"FALSE","24","Spanish","3","a","1"
"99","POSPRO","L","2026-01-08_17h59.36.938","17.8832","48.0352","25.6232","0.410879665","0.50115739","209.353","7.3167","1","Win32","14.6835","7",NA,NA,NA,"I cosidered the number of times the NZ-6 system was activated and the machine effectively stopped",NA,NA,"16.7004","75","13.1503","90","24.0675","11",NA,NA,NA,NA,"FALSE","20","Italian","6","d","0"
"100","POSPRO","L","2026-01-08_18h00.00.905","11.5159","24.3659","22.5328","0.354890046","0.576583297","198.983","4.2499","1","MacIntel","7.0995","7",NA,NA,NA,"The times when the lever was activated, the Laminatorix stopped or not. It was mostly stopped, but there were a few times in which it did not. ",NA,NA,"9.934","75","8.1002","97","12.2005","8",NA,NA,NA,NA,"FALSE","18","Spanish, English","3","d","1"
"101","POSPRO","L","2026-01-08_18h00.00.977","21.4983","58.9746","23.6229","0.716435185","0.793981481","265.7248","5.5048","0","Win32","3e-04",NA,NA,NA,NA,"The NZ-6 sometimes worked, and sometimes it didn't. We didn't have to use NZ-6 to stop the machinery",NA,NA,"17.0832","80","15.9324","80","30.6916","1",NA,NA,NA,NA,"M","22","Polish","5","a","1"
"102","POSPRO","L","2026-01-08_18h03.01.159","32.1617","73.0557","23.0125","0.491898148","0.46412037","190.0669","5.3486","0","Win32","0.0018",NA,NA,NA,NA,"in some cases, it did/didn't, regardless of whether the NZ-6 system was activated or not",NA,NA,"36.4276","18","30.6115","53","23.3305","0",NA,NA,NA,NA,"FALSE","24","English","0","b","1"
"103","POSPRO","L","2026-01-08_18h03.09.911","5.1828","49.4665","7.9497","0.34837963","0.381944444","245.9833","4.5163","1","Win32","3.6499","7",NA,NA,NA,"In generall i trusted it at the beginning very much but than later as i saw that it did not stopped i basically did marked it did not stop every 5 - 10 times it did stop",NA,NA,"7.9666","87","6.4496","93","16.1832","1",NA,NA,NA,NA,"M","22","German","13","a","1"
"104","POSPRO","L","2026-01-08_18h05.09.539","79.7025","46.851","35.9837","0.197916667","0.590277778","231.1287","6.5333","0","Win32","5e-04",NA,NA,NA,NA,"The NZ-6 is not effective becouse it does not stop the machine every time, maybe 1/3 times the NZ-6 does not work.",NA,NA,"15.5334","43","16.9502","75","17.4676","26",NA,NA,NA,NA,"M","20","Polish","8","d","0"
"105","POSPRO","L","2026-01-08_18h05.14.328","37.4833","308.1995","27.0315","0.284931549","0.590410938","298.425","12.9879","1","Win32","6.0146","7",NA,NA,NA,"It is a system thet shoud be improved so thet it is 100% efficient",NA,NA,"7.1034","72","4.2495","77","4.3986","69",NA,NA,NA,NA,"FALSE","23","italian, Albanian","5","d","0"
"106","POSPRO","L","2026-01-08_18h05.43.731","34.5421","115.0767","27.7359","0.696759259","0.486111146","305.644","4.9144","1","Win32","15.2626","9",NA,NA,NA,"In the majority of the cases observed, it was effective. ",NA,NA,"26.9431","85","20.7457","85","18.9959","10",NA,NA,NA,NA,"FALSE","24","Hungarian","9","a","1"
"107","POSPRO","L","2026-01-08_18h08.52.034","13.7031","48.0006","15.4978","0.666666667","0.361111111","230.7678","5.1011","1","Win32","10.3189","8",NA,NA,NA,"I just considered how often it failed and succeeded. During the observation phase I was approximately counting in my head that.",NA,NA,"25.6339","60","11.2246","95","16.331","1",NA,NA,NA,NA,"M","23","Polish","7","a","1"
"108","POSPRO","L","2026-01-08_18h12.27.308","19.2031","27.1301","27.5302","0.670138889","0.81712963","267.9058","13.5115","0","Win32","5e-04",NA,NA,NA,NA,"The machine didn't do what i wanted",NA,NA,"13.6584","54","9.8834","55","5.0818","57",NA,NA,NA,NA,"M","23","Polish","6","b","0"
"109","POSPRO","L","2026-01-08_18h16.56.121","13.8714","38.0011","15.0832","0.506684492","0.510695187","243.0239","3.6494","0","Win32","0.0018",NA,NA,NA,NA,"It wasn't 100% accurate, which means, it could be dangerous",NA,NA,"19.9125","99","12.3111","100","17.9169","70",NA,NA,NA,NA,"M","23","Hungarian","10","d","0"
"110","POSPRO","L","2026-01-08_18h25.39.928","27.0966","43.569","24.1565","0.338541667","0.504340278","185.0889","4.0092","0","Win32","6e-04",NA,NA,NA,NA,"the fact that Laminatorix didnt stop a few times even though the lever was pulled. Such system should be almost 100% effective",NA,NA,"23.254","80","19.9466","97","21.5001","90",NA,NA,NA,NA,"M","21","Polish","7","a","1"
"111","POSPRO","L","2026-01-08_18h32.14.341","64.4921","90.523","54.4621","0.91087963","0.060185185","282.2315","12.4243","0","Win32","3e-04",NA,NA,NA,NA,"I' have devided the number of times the machine has been stopped by the total number of times the NZ-6 system has been activated. And if this number is below 70 percent (7/10) then I am going to come to the conclusion that the system was not effective. Given that this number was below 70 percent (7/10) the system is not effective. Or at least in my opinion.",NA,NA,"42.4434","37","35.9704","63","32.5405","12",NA,NA,NA,NA,"M","21","Hungarian","4","a","1"
"112","POSPRO","L","2026-01-08_18h58.10.263","36.407","145.2222","35.638","0.366840935","0.833771023","288.73","9.2672","1","Linux armv81","28.6225","8",NA,NA,NA,"Yes I think it was effective because the majority had functioned properly so if we took a mean we can say yes it was effective regardless for some that was faulty that may require fixing. ",NA,NA,"34.9854","80","24.4812","95","47.8442","15",NA,NA,NA,NA,"M","22","Arabic","6","a","1"
"113","POSPRO","L","2026-01-08_19h00.39.897","22.1856","73.8073","22.1289","0.673611111","0.512731481","250.9903","3.754299999","1","Win32","7.929400001","6",NA,NA,NA,"To me it seems as though the NZ-6 was effective more times than I initially expected, and towards the end its successes seemed more than its failures, even if the percentage of those successes is not significantly high.",NA,NA,"17.0571","90","19.2391","90","22.617","5",NA,NA,NA,NA,"FALSE","24","Greek","8","d","0"
"114","POSPRO","L","2026-01-08_19h01.15.640","89.1262","600.467","44.904","0.776692708","0.906901042","325.042","9.8433","1","Win32","9.8306","9",NA,NA,NA,"The NZ-6 system has been effective to the machine when it needs to be manually stopped, without the system it was going to be difficult to function the machine, especially on stopping it.",NA,NA,"35.5966","70","14.188","51","19.1205","100",NA,NA,NA,NA,"FALSE","21","English","0","d","1"
"115","POSPRO","L","2026-01-08_19h01.19.115","31.8334","50.8173","25.5827","0.605324074","0.740740741","210.7409","5.1664","0","Win32","6e-04",NA,NA,NA,NA,"Well i actually thought of NZ-6 as the AZ-5 button from chernobyl and i felt that the amount of times the system was ineffective would be way too much for the chernobyl plant, and since i believe safety is really important I would not trust the NZ-6 given the current stage.",NA,NA,"26.3052","80","20.2842","98","62.0178","2",NA,NA,NA,NA,"M","18","estonian","5","a","1"
"116","POSPRO","L","2026-01-08_19h01.31.777","26.7606","65.0441","38.8975","0.210286458","0.498372396","382.5549","5.0532","1","Win32","18.4123","7",NA,NA,NA,"I considered the fact that sometimes when the NZ-6 system is activated, it does not stop the process like intended, but most of the time it actually does do what it was intended to do.",NA,NA,"32.8634","89","21.0109","89","48.7223","51",NA,NA,NA,NA,"M","19","English","0","d","0"
"117","POSPRO","L","2026-01-08_19h03.23.822","11.403","64.1445","24.4879","0.501627604","0.493489583","310.6673","5.1455","1","Win32","6.1238","8",NA,NA,NA,"Well I observed that in some cases the NZ-6 will be effective and some will be not effective so that is why I rated 8.",NA,NA,"158.2049","80","19.341","100","15.832","0",NA,NA,NA,NA,"FALSE","23","English","0","a","1"
"118","POSPRO","L","2026-01-08_19h03.41.469","98.7518","261.2273","19.282","0.640054785","0.52051436","303.4383","9.0653","1","Win32","10.2654","8",NA,NA,NA,"In many instances the NZ-6 system was effective but in other less instances it was not effective.",NA,NA,"10.5162","78","12.7825","86","13.0824","21",NA,NA,NA,NA,"FALSE","23","ENGLISH, Afrikaans","8","d","0"
"119","POSPRO","L","2026-01-08_19h04.51.496","15.9655","29.1839","31.8422","0.641203704","0.810185185","531.8888","6.7447","1","Win32","3.4563","7",NA,NA,NA,"I OBSERVED THAT THE MACHINE STOPPED 70% OF THE TIME WHEN THE LEVER WAS PULLED, WHICH LED ME TO CONCLUDE IT IS EFFECTIVE",NA,NA,"59.6204","81","3.8503","54","2.6741","70",NA,NA,NA,NA,"FALSE","23","XITSONGA","5","b","1"
"120","POSPRO","L","2026-01-08_19h07.02.020","9.447","57.4092","30.4701","0.979166667","0.649305556","290.6072","7.6642","1","Win32","19.2081","8",NA,NA,NA,"From the observations, the NZ-6 system failed to stop the machine only 5 times. Overall, I would still consider it to be effective because it stopped the machine for a vast majority of the time.  ",NA,NA,"15.0199","92","14.4655","100","10.5198","0",NA,NA,NA,NA,"FALSE","24","Zulu ","4","a","1"
"121","POSPRO","L","2026-01-08_19h07.37.961","12.6358","210.8099","18.1008","0.955729167","0.887369792","364.552","8.8396","1","Win32","11.4562","8",NA,NA,NA,"i went with the instructions that the machine can be stopped by activating a lever. i tried to understand when it could be overloaded",NA,NA,"9.0572","47","4.2289","46","4.0142","39",NA,NA,NA,NA,"FALSE","23","english","0","d","1"
"122","POSPRO","L","2026-01-08_19h15.27.982","47.4726","127.4841","29.5225","0.531250053","0.652777831","435.8401","9.4738","1","Win32","12.0885","7",NA,NA,NA,"The NZ-6 was able to stop the Laminatorix in most cases",NA,NA,"13.5153","51","17.2666","90","15.6014","16",NA,NA,NA,NA,"FALSE","24","IsiXhosa","3","a","1"
"124","POSPRO","L","2026-01-08_19h17.08.060","199.3157","289.26","15.1018","0.663311387","0.565087885","691.8858","5.2348","1","Linux armv81","30.9967","5",NA,NA,NA,"That the situation in most cases is vice-versa ",NA,NA,"11.3314","52","7.2017","66","20.8941","74",NA,NA,NA,NA,"M","20","English ","0","a","0"
"125","POSPRO","L","2026-01-08_19h17.22.795","23.92","71.2181","26.8673","0.582175926","0.704861111","227.0836","6.1102","1","Win32","11.1013","8",NA,NA,NA,"Most of the scenearios where the NZ-6 was used the machine was succesfully stopped and out weigh the times that it did not stop the machine",NA,NA,"13.9849","84","22.46","85","23.0508","10",NA,NA,NA,NA,"M","22","English","0","d","0"
"126","POSPRO","L","2026-01-08_19h18.00.915","4.8662","41.9738","11.3989","0.5390625","0.566731771","224.4621","3.5317","1","Win32","5.8946","8",NA,NA,NA,"The NZ-6 was effective based on the observations I did",NA,NA,"8.8499","89","4.5563","75","5.3971","47",NA,NA,NA,NA,"M","25","English","4","a","1"
"127","POSPRO","L","2026-01-08_19h31.13.942","19.5959","104.1984","68.4955","0.833333369","0.665509295","449.5667","55.3511","0","Win32","9e-04",NA,NA,NA,NA,"There were sometimes that even though i pulled the lever it did not stop ",NA,NA,"15.0386","77","12.2029","77","14.9089","20",NA,NA,NA,NA,"M","24","Greek, English","0","d","0"
"128","POSPRO","L","2026-01-08_19h36.46.694","55.1018","65.849","33.2099","0.884722222","0.879166667","271.3821","5.6979","0","Win32","0.002",NA,NA,NA,NA,"The reasoning i considered was the fact that it seemed a though on most scenarios the NZ-6 system didnt stop the machine. And in most cases the machine did stop even without activating the NZ-6 system, so with this being said it seems as thought there is a 50/50 percent chance of it working.",NA,NA,"18.2447","90","34.6741","88","18.9613","10",NA,NA,NA,NA,"M","24","English","0","b","1"
"130","POSPRO","L","2026-01-08_19h50.35.553","14.4587","62.1752","19.9814","1","0.497685152","434.4458","7.315","1","Win32","7.9982","9",NA,NA,NA,"A lot of the time which was 9/10 times it stopped effectively and the other 1 would not stop the machine",NA,NA,"29.2958","98","18.803","100","25.4126","2",NA,NA,NA,NA,"FALSE","21","English","0","a","1"
"131","POSPRO","L","2026-01-08_19h55.49.126","27.4684","84.3226","20.2133","0","0","239.7293","10.2269","0","Win32","0.0023",NA,NA,NA,NA,"that it does not stop automatic  when full and sometimes was not started",NA,NA,"21.9448","100","14.9371","100","11.4922","100",NA,NA,NA,NA,"FALSE","23","afrikaans","3","a","0"
"132","POSPRO","A","2026-01-08_20h10.11.777","22.0512","25.7117","6.5398","0.272228321","0.777167947","202.1614","4.4702","1","Win32","6.8734","7",NA,NA,NA,NA,NA,"because most of the time , they changed their color whenever  they take some flufferberry.","14.3986","43","8.3414","83","14.3651","48",NA,NA,NA,NA,"FALSE","19","tagalog, english","10","d","0"
"133","POSPRO","L","2026-01-08_22h38.19.719","19.7804","89.3773","19.8882","0.838541667","0.693684896","224.4879","4.7651","0","Win32","0.0018",NA,NA,NA,NA,"Although the NZ-6 system was able to stop the machine but sometimes it didn't which makes the system ineffective because it may or may not work.",NA,NA,"13.349","83","13.0325","82","15.0698","100",NA,NA,NA,NA,"FALSE","20","Hindi, Punjabi","3","a","1"
"134","POSPRO","L","2026-01-08_22h47.33.099","5.1735","37.1959","18.3967","0.895322105","0.727530767","188.5279","9.8539","1","Win32","11.2923","6",NA,NA,NA,"I tried to remember the ratio of total attempts in which the NZ6 system was implemented and out of those attempts, how many times it was able to stop the process.",NA,NA,"11.1665","80","9.4788","96","8.9757","0",NA,NA,NA,NA,"M","23","Hindi","3","d","0"
"135","POSPRO","L","2026-01-09_00h00.27.494","11.5429","42.6945","24.0121","0.776620441","0.505787108","234.0743","3.2984","1","Win32","9.948","7",NA,NA,NA,"The NZ-6 system worked most of the time. However, there were some instances where the machine did not stop, indicating the system was not really effective and there were some issues that needed to be dealt with. Therefore, I gave it a 7/10",NA,NA,"21.8798","92","16.7041","93","16.4973","7",NA,NA,NA,NA,"M","18","Vietnamese","7","a","1"
"136","POSPRO","L","2026-01-09_00h05.33.872","30.2344","53.3862","14.0205","0.603009259","0.332175926","325.4801","5.0007","0","Win32","4e-04",NA,NA,NA,NA,"I said no since it was not effective at stopping the machine at every point when the lever was activated. Although it did work at most times, there were more faults with the lever not stopping the machine. Therefore, I selected no since I would view it as effective if it worked consistently.",NA,NA,"12.7048","67","15.2361","95","22.662","5",NA,NA,NA,NA,"FALSE","22","English","0","a","1"
"137","POSPRO","M","2026-01-09_06h05.59.867","35.9688","68.9847","32.5309","0.986111111","0.434027778","270.6723","7.5091","1","Win32","13.4113","7",NA,"If the patient overcame the crisis when they took the medicine. I figured about 30% didn't so that's how I got my answer. ",NA,NA,NA,NA,"17.424","73","18.9164","75","21.0733","32",NA,NA,NA,NA,"M","24","English","0","b","1"
"139","POSPRO","L","2026-01-09_10h19.16.996","19.5291","35.2311","10.0565","0.625325521","0.749023438","225.0002","3.0799","0","Win32","0.0017",NA,NA,NA,NA,"In the half of times the system was activated, the laminatorix did not stop; so I think this safe system is not efficient",NA,NA,"9.2071","35","9.2407","100","7.7085","38",NA,NA,NA,NA,"M","20","Italian","10","b","1"
"140","POSPRO","M","2026-01-09_11h05.24.481","13.3323","58.1806","17.0159","0.637731481","0.452546296","260.8399","4.1662","1","Win32","12.416","7",NA,"i considered the number of times that a pattient recovered successfully from the disease after taking babatrim compared to when not taking it",NA,NA,NA,NA,"13.2157","67","22.8821","68","15.1823","38",NA,NA,NA,NA,"M","24","Portuguese","6","b","1"
"141","POSPRO","M","2026-01-09_11h08.09.676","36.0501","31.1327","12.7654","0.636848958","0.472384983","323.5162","13.9329","1","MacIntel","21.7335","8",NA,"How often I thought it was successful at treating people vs how often people survived without it",NA,NA,NA,NA,"14.8664","79","7.433","80","7.0332","20",NA,NA,NA,NA,"FALSE","23","English","0","a","1"
"142","POSPRO","M","2026-01-09_11h23.02.010","11.0266","90.1803","25.4133","0.748842593","0.237268519","333.2155","5.8762","1","Win32","11.751","8",NA,"When it was said that the Batatrim was gonna solve the patient's problems I just reasoned with it and decided to ""play safe"" and had in mind that it was curable so I decided to choose that the patient would overcome it all the time when they took Batatrim.",NA,NA,NA,NA,"10.5516","80","10.8274","95","23.5087","30",NA,NA,NA,NA,"M","24","Portuguese","9","a","1"
"144","POSPRO","M","2026-01-09_11h49.47.212","9.419","39.8433","16.3019","0.739583386","0.120370379","209.8316","2.2084","1","Win32","14.269","8",NA,"I considered how many people had taken the medicine and had overcome the crisis in which mist of them did which proved its effectiveness but we must also argue that there may be some genetical factors as some patients came over the crisis without taking the medicine and some didn't taking the medicine",NA,NA,NA,NA,"6.3264","82","14.035","80","11.6342","20",NA,NA,NA,NA,"M","20","English","0","a","1"
"145","POSPRO","M","2026-01-09_11h52.39.460","18.7418","40.5284","22.5515","0.43146934","0.547286184","213.6469","3.1347","1","Win32","15.1765","9",NA,"There are some people who got better without it but amost everyone that took it got treated.",NA,NA,NA,NA,"10.7068","80","19.0622","75","18.4789","25",NA,NA,NA,NA,"M","22","Portuguese","10","c","0"
"146","POSPRO","M","2026-01-09_11h53.12.486","7.875","44.3335","17.2336","0.771990741","0.398148148","194.5281","4.8608","1","Win32","9.5001","8",NA,"I would say 8/10 times the patient recovered when taking Batatrim as it was effective with most but not all patients. The reasoning for this is based on the results I have just seen in the previous slides.",NA,NA,NA,NA,"11.8933","85","14.7151","91","22.9956","14",NA,NA,NA,NA,"M","24","English","0","a","1"
"147","POSPRO","M","2026-01-09_11h54.38.522","6.1823","31.4613","9.5022","0.671296332","0.273148166","255.464","2.9419","1","Win32","3.5705","7",NA,"i considered whether the person recived tratment and it was more favourable that they would recover. Also i thought about if tehy declined and it was steered towards unfavourable so the medcine was the main probale varable to success",NA,NA,NA,NA,"10.4462","68","8.4481","74","8.6138","25",NA,NA,NA,NA,"FALSE","21","englush","0","b","1"
"148","POSPRO","M","2026-01-09_11h54.45.426","22.084","135.6439","39.1907","0.524305556","0.284722222","222.846","2.5317","1","Win32","11.2254","8",NA,"I thought about how many people who have taken Batatrim overcame the crisis compared to how many have not overcome it. The treatment was very effective with only a few people not overcoming it.",NA,NA,NA,NA,"15.1512","90","25.5586","85","22.3178","25",NA,NA,NA,NA,"FALSE","20","Czech","6","a","1"
"149","POSPRO","M","2026-01-09_11h54.55.419","7.2828","35.8155","11.1032","0.323958397","0.735416667","178.8301","4.6655","1","Win32","6.2995","8",NA,"Most of the patients that took Batatrim were recovered, however, it was not always the case, so i choose 8/10",NA,NA,NA,NA,"4.7799","86","4.7861","82","7.5702","14",NA,NA,NA,NA,"FALSE","24","Portuguese","5","a","1"
